代码,名称,现价,涨跌幅,涨跌,涨速,换手,量比,振幅,成交额,流通股,流通市值,市盈率,概念
603212,赛伍技术,25.42,0.35,0.09,0.04,2.85,0.79,2.92,2.13亿,2.93亿,74.41亿,36.72,"POE胶膜,TOPCON电池,钙钛矿电池,比亚迪概念,沪股通,新材料概念,消费电子概念,长三角一体化,HJT电池,OLED,特斯拉,无线耳机,宁德时代概念,集成电路概念,高铁,芯片概念,光伏概念,融资融券,锂电池,新能源汽车"
603213,镇洋发展,14.29,0.35,0.05,0.0,0.5,0.75,0.91,0.11亿,1.56亿,22.26亿,14.69,"国企改革,沪股通,共同富裕示范区,消毒剂"
603214,爱婴室,18.17,1.96,0.35,0.0,1.25,1.43,2.08,0.32亿,1.41亿,25.53亿,42.63,"托育服务,长三角一体化,新零售,腾讯概念,三胎概念,电子商务"
603215,比依股份,16.23,-1.46,-0.24,0.06,3.65,1.0,2.55,0.42亿,0.70亿,11.44亿,17.3,"人民币贬值受益,家用电器,电子商务"
603216,梦天家居,14.35,0.0,0.0,0.0,1.32,0.55,1.04,0.10亿,0.55亿,7.94亿,18.65,"恒大概念,参股银行,电子商务"
603217,元利科技,30.62,3.34,0.99,-0.07,1.03,1.24,5.3,0.64亿,2.06亿,62.97亿,12.0,沪股通
603218,日月股份,22.24,-1.07,-0.24,0.36,0.67,1.01,3.47,1.46亿,9.68亿,215.19亿,100.98,"沪股通,MSCI概念,一带一路,融资融券,风电,核电"
603219,富佳股份,19.3,-0.92,-0.18,0.16,0.94,0.41,1.28,0.20亿,1.11亿,21.41亿,22.3,"沪股通,共同富裕示范区,储能,机器人概念,智能家居,人民币贬值受益,小米概念"
603220,中贝通信,13.1,2.18,0.28,0.08,0.97,0.75,3.28,0.42亿,3.34亿,43.73亿,49.28,"储能,标普道琼斯A股,共享单车,智能交通,融资融券,5G,充电桩,智慧城市"
603221,爱丽家居,7.84,0.0,0.0,-0.13,0.44,0.84,1.28,0.08亿,2.40亿,18.82亿,--,人民币贬值受益
603222,济民医疗,13.2,10.0,1.2,0.0,7.56,2.68,7.0,4.68亿,4.77亿,62.97亿,65.14,"抗原检测,幽门螺杆菌概念,民营医院,新冠检测,医美概念,医疗器械概念,融资融券"
603223,恒通股份,20.8,1.31,0.27,0.19,0.3,1.09,4.14,0.25亿,3.95亿,82.19亿,142.66,"沪股通,天然气,节能环保,融资融券"
603225,新凤鸣,10.85,2.65,0.28,0.09,0.98,0.8,4.92,1.63亿,15.29亿,165.95亿,--,"沪股通,新材料概念,长三角一体化,标普道琼斯A股,融资融券"
603226,菲林格尔,5.38,-0.56,-0.03,-0.56,0.51,1.18,2.96,0.10亿,3.55亿,19.13亿,--,新零售
603227,雪峰科技,8.57,0.12,0.01,0.0,0.59,0.96,1.17,0.34亿,6.59亿,56.45亿,16.80,"国企改革,民爆概念,沪股通,年报预增,天然气,化肥,融资融券,新疆振兴"
603228,景旺电子,25.6,-0.39,-0.1,-0.2,0.4,0.77,2.3,0.85亿,8.42亿,215.52亿,20.50,"毫米波雷达,PCB概念,沪股通,OLED,特斯拉,标普道琼斯A股,柔性屏,汽车电子,华为概念,融资融券,5G"
603229,奥翔药业,23.19,0.17,0.04,0.22,0.55,0.8,1.86,0.52亿,4.02亿,93.19亿,41.61,"新冠特效药,肝炎概念,沪股通,年报预增,融资融券,生物医药"
603230,内蒙新华,12.32,1.65,0.2,0.16,2.8,0.74,2.31,0.31亿,0.89亿,11.01亿,11.04,"国企改革,沪股通,文化传媒"
603232,格尔软件,17.05,0.65,0.11,0.12,2.64,0.56,3.54,1.03亿,2.33亿,39.69亿,--,"信创,网络安全,汽车芯片,车联网,区块链,数字货币,国产软件,百度概念,芯片概念,军工"
603233,大参林,37.23,-0.19,-0.07,0.08,0.23,0.61,1.26,0.81亿,9.48亿,352.85亿,28.7,"沪股通,标普道琼斯A股,MSCI概念,医药电商,融资融券"
603235,天新药业,32.83,5.39,1.68,0.0,7.03,8.06,7.22,1.00亿,0.44亿,14.37亿,19.56,"新股与次新股,核准制次新股,人民币贬值受益"
603236,移远通信,120.18,2.08,2.45,0.01,1.34,0.51,3.54,3.03亿,1.89亿,227.12亿,39.11,"6G概念,沪股通,年报预增,车联网,融资融券,5G,物联网"
603237,五芳斋,52.43,0.5,0.26,0.21,4.33,1.22,3.62,0.58亿,0.25亿,13.20亿,17.69,"预制菜,新股与次新股,共同富裕示范区,长三角一体化,核准制次新股,新零售,电子商务"
603238,诺邦股份,11.79,0.51,0.06,0.17,0.4,0.65,1.36,0.08亿,1.78亿,20.93亿,51.99,"人民币贬值受益,三胎概念,电子商务"
603239,浙江仙通,15.74,-0.32,-0.05,-0.13,0.6,0.58,2.6,0.26亿,2.71亿,42.61亿,35.12,"国企改革,比亚迪概念,新能源汽车"
603255,鼎际得,58.86,0.84,0.49,0.02,9.94,1.05,5.46,1.94亿,0.33亿,19.64亿,71.35,"POE胶膜,新股与次新股,新材料概念,核准制次新股"
603256,宏和科技,7.92,-1.12,-0.09,0.13,0.46,0.73,2.12,0.32亿,8.78亿,69.52亿,125.87,"专精特新,消费电子概念,华为概念,5G,苹果概念"
603258,电魂网络,28.45,1.64,0.46,0.0,1.97,1.2,4.61,1.35亿,2.45亿,69.64亿,34.78,"AIGC概念,沪股通,电子竞技,杭州亚运会,虚拟现实,手机游戏,网络游戏,创投"
603259,药明康德,79.5,-2.44,-1.99,-0.06,1.16,1.33,3.62,23.58亿,25.59亿,2034.42亿,26.76,"创新药,沪股通,年报预增,CRO概念,基因测序,同花顺漂亮100,标普道琼斯A股,MSCI概念,融资融券"
603260,合盛硅业,83.01,-0.47,-0.39,-0.01,0.31,0.83,1.51,2.79亿,10.74亿,891.66亿,16.16,"有机硅概念,硅能源,沪股通,新材料概念,长三角一体化,标普道琼斯A股,石墨电极,MSCI概念,融资融券"
603261,立航科技,36.04,0.61,0.22,0.0,1.77,0.75,1.42,0.16亿,0.26亿,9.28亿,169.31,"成飞概念,智能制造,军民融合,大飞机,高端装备,无人机,军工"
603266,天龙股份,13.98,1.45,0.2,0.29,1.23,1.57,3.41,0.34亿,1.99亿,27.80亿,21.62,"比亚迪概念,汽车热管理,消费电子概念,特斯拉,胎压监测,汽车电子,无人驾驶,芯片概念,新能源汽车"
603267,鸿远电子,76.96,-0.9,-0.7,0.07,0.97,0.81,2.0,1.73亿,2.32亿,178.43亿,22.23,"沪股通,专精特新,MSCI概念,融资融券,军工"
603268,松发股份,13.87,2.21,0.3,0.29,0.86,1.56,2.87,0.15亿,1.24亿,17.22亿,--,在线教育
603269,海鸥股份,15.6,1.23,0.19,-0.32,1.54,0.65,2.27,0.27亿,1.13亿,17.55亿,33.35,"超超临界发电,人民币贬值受益,一带一路,核电"
603272,联翔股份,18.02,0.5,0.09,0.78,2.6,0.55,1.06,0.12亿,0.26亿,4.67亿,68.47,"新股与次新股,专精特新,共同富裕示范区,长三角一体化,工业4.0,核准制次新股,电子商务"
603277,银都股份,19.76,-0.3,-0.06,0.25,0.28,0.89,2.77,0.23亿,4.14亿,81.83亿,16.82,室外经济
603279,景津装备,28.0,-1.41,-0.4,0.0,0.53,1.35,1.8,0.85亿,5.65亿,158.31亿,20.61,"沪股通,融资融券,污水处理"
603280,南方路机,25.42,0.08,0.02,0.04,5.81,0.48,1.73,0.40亿,0.27亿,6.89亿,22.44,"中俄贸易概念,新股与次新股,核准制次新股,水泥概念,人工智能,跨境电商,一带一路,电子商务,物联网,核电"
603281,江瀚新材,49.56,-1.61,-0.81,-0.02,4.66,0.89,3.04,1.55亿,0.67亿,33.04亿,12.97,"硅能源,新股与次新股,核准制次新股,人民币贬值受益,光伏概念"
603282,亚光股份,35.4,2.61,0.9,0.14,26.18,0.81,7.57,3.07亿,0.34亿,11.86亿,28.27,"新股与次新股,节能环保,核准制次新股"
603283,赛腾股份,46.64,-0.34,-0.16,-0.13,1.89,0.61,2.73,1.60亿,1.82亿,84.75亿,28.98,"沪股通,年报预增,工业4.0,特斯拉,无线耳机,标普道琼斯A股,集成电路概念,芯片概念,融资融券,锂电池,苹果概念,新能源汽车"
603286,日盈电子,16.66,1.28,0.21,0.24,0.91,0.74,2.19,0.13亿,0.88亿,14.67亿,--,"传感器,汽车电子,芯片概念,新能源汽车"
603288,海天味业,76.54,0.99,0.75,-0.12,0.09,1.11,1.44,3.06亿,46.34亿,3546.74亿,57.0,"证金持股,沪股通,同花顺漂亮100,标普道琼斯A股,超级品牌,MSCI概念,融资融券"
603289,泰瑞机器,10.91,2.83,0.3,0.18,1.51,1.24,4.62,0.44亿,2.66亿,28.99亿,23.36,"抗原检测,比亚迪概念,长三角一体化,工业4.0,垃圾分类,地下管网,高端装备,新能源汽车"
603290,斯达半导,274.55,-0.47,-1.3,0.0,1.45,0.89,2.42,6.82亿,1.71亿,468.91亿,59.59,"沪股通,年报预增,专精特新,第三代半导体,MSCI概念,芯片概念,融资融券,新能源汽车"
603291,联合水务,12.35,9.97,1.12,0.0,11.8,6.71,0.0,0.62亿,0.42亿,5.23亿,40.29,"新股与次新股,核准制次新股,PPP概念,污水处理"
603297,永新光学,86.85,0.04,0.03,-0.05,0.27,0.64,2.82,0.26亿,1.10亿,95.51亿,36.18,"沪股通,共同富裕示范区,超清视频,虚拟现实,无人驾驶,机器视觉,融资融券"
603298,杭叉集团,19.68,1.5,0.29,-0.05,0.58,0.68,3.82,1.07亿,9.36亿,184.12亿,18.50,"沪股通,标普道琼斯A股,宁德时代概念,智能物流,一带一路,融资融券,5G,新能源汽车"
603299,苏盐井神,10.35,1.97,0.2,0.1,0.76,1.22,2.86,0.60亿,7.70亿,79.71亿,8.77,"国企改革,沪股通,年报预增,天然气,储能,NMN概念,白酒概念,融资融券"
603300,华铁应急,8.67,3.71,0.31,0.0,2.93,1.88,8.25,3.17亿,12.63亿,109.47亿,18.76,"沪股通,新型城镇化,融资融券,乡村振兴,数字经济"
603301,振德医疗,35.99,0.14,0.05,0.0,0.4,0.46,1.03,0.33亿,2.27亿,81.77亿,15.81,"沪股通,人民币贬值受益,医疗器械概念,口罩,融资融券"
603303,得邦照明,15.7,1.09,0.17,0.26,0.6,0.71,3.22,0.45亿,4.77亿,74.88亿,21.99,"沪股通,汽车电子,智慧城市,节能照明"
603305,旭升集团,38.93,1.38,0.53,-0.1,0.86,0.61,3.46,2.22亿,6.67亿,259.50亿,37.01,"一体化压铸,沪股通,年报预增,特斯拉,标普道琼斯A股,宁德时代概念,融资融券,新能源汽车"
603306,华懋科技,37.01,2.38,0.86,0.0,1.5,0.66,4.43,1.78亿,3.21亿,118.63亿,59.78,"比亚迪概念,股权转让,沪股通,光刻胶,特斯拉,融资融券"
603307,扬州金泉,55.41,0.13,0.07,0.0,8.2,1.17,2.8,0.77亿,0.17亿,9.28亿,13.25,"露营经济,新股与次新股,年报预增,核准制次新股,人民币贬值受益"
603308,应流股份,19.94,-0.4,-0.08,0.2,0.66,0.7,2.25,0.89亿,6.83亿,136.22亿,44.89,"沪股通,年报预增,新材料概念,工业4.0,航空发动机,一带一路,参股银行,融资融券,无人机,通用航空,军工,核电"
603309,维力医疗,17.27,0.7,0.12,0.06,1.21,1.02,3.27,0.61亿,2.90亿,50.02亿,27.63,"沪股通,人民币贬值受益,医疗器械概念,口罩"
603311,金海高科,13.43,0.07,0.01,0.37,0.63,0.87,1.49,0.18亿,2.10亿,28.20亿,27.75,"专精特新,口罩,PM2.5,新能源汽车"
603313,梦百合,10.69,1.23,0.13,0.09,0.67,1.36,2.75,0.35亿,4.85亿,51.88亿,39.4,"沪股通,智能家居,C2M概念,独角兽概念,人民币贬值受益,跨境电商"
603315,福鞍股份,14.51,-0.07,-0.01,0.0,0.89,1.53,2.62,0.39亿,3.07亿,44.55亿,97.17,"沪股通,特钢概念,工业4.0,节能环保,锂电池"
603316,诚邦股份,6.04,0.83,0.05,-0.33,0.96,0.53,1.84,0.15亿,2.64亿,15.96亿,136.06,"共同富裕示范区,碳中和,新型城镇化,节能环保,特色小镇,杭州亚运会,地下管网,PPP概念,污水处理,建筑节能,水利"
603317,天味食品,24.96,0.2,0.05,0.04,0.49,1.1,1.69,0.93亿,7.54亿,188.24亿,55.76,"沪股通,年报预增,融资融券"
603318,水发燃气,7.9,1.28,0.1,0.25,1.11,0.7,1.92,0.33亿,3.78亿,29.86亿,82.21,"国企改革,天然气,储能,氢能源,一带一路,融资融券"
603319,湘油泵,15.89,0.25,0.04,0.06,1.04,0.99,1.58,0.34亿,2.07亿,32.89亿,19.56,"比亚迪概念,汽车热管理,期货概念,华为概念,无人驾驶,融资融券,新能源汽车"
603320,迪贝电气,13.47,0.82,0.11,-0.15,0.67,0.73,1.95,0.12亿,1.30亿,17.51亿,40.23,"空气能热泵,家用电器"
603321,梅轮电梯,7.13,0.85,0.06,0.0,0.53,0.72,1.27,0.12亿,3.07亿,21.89亿,35.69,"专精特新,共同富裕示范区"
603322,超讯通信,19.38,9.99,1.76,0.0,5.66,1.58,11.29,1.64亿,1.56亿,30.17亿,28.61,"数据中心,云计算,边缘计算,智能物流,粤港澳大湾区,华为概念,芯片概念,5G,充电桩,智慧城市,移动支付,物联网"
603323,苏农银行,4.65,0.22,0.01,-0.22,0.74,0.69,1.08,0.53亿,15.44亿,71.78亿,5.59,"沪股通,长三角一体化,融资融券"
603324,盛剑环境,34.96,0.06,0.02,0.03,1.59,0.53,1.63,0.25亿,0.44亿,15.52亿,29.76,"沪股通,专精特新,中芯国际概念,光刻胶,节能环保,宁德时代概念,集成电路概念,华为概念"
603327,福蓉科技,15.91,-0.56,-0.09,-0.06,0.29,0.44,1.81,0.24亿,5.21亿,82.94亿,19.01,"国企改革,沪股通,消费电子概念,华为概念,小米概念,5G,苹果概念"
603328,依顿电子,7.53,0.0,0.0,0.13,0.73,0.69,1.86,0.55亿,9.98亿,75.18亿,25.16,"证金持股,国企改革,PCB概念,沪股通,年报预增,标普道琼斯A股,人民币贬值受益,汽车电子,华为概念,光伏概念,融资融券,5G,苹果概念"
603329,上海雅仕,15.29,0.07,0.01,0.07,0.89,1.43,2.03,0.21亿,1.59亿,24.27亿,13.08,"统一大市场,自由贸易港,长三角一体化,一带一路,上海自贸区,融资融券"
603330,天洋新材,12.64,1.45,0.18,-0.08,1.26,1.09,4.74,0.53亿,3.33亿,42.07亿,155.60,"POE胶膜,专精特新,网络直播,无线耳机,华为概念,光伏概念,融资融券,参股新三板"
603331,百达精工,14.28,1.21,0.17,0.21,1.09,0.71,1.21,0.31亿,2.02亿,28.80亿,34.04,"共同富裕示范区,新能源汽车"
603332,苏州龙杰,11.09,0.73,0.08,-0.09,0.55,0.48,1.45,0.10亿,1.67亿,18.47亿,--,"长三角一体化,标普道琼斯A股,军工"
603333,尚纬股份,5.92,-2.31,-0.14,0.17,1.5,1.15,2.81,0.55亿,6.22亿,36.79亿,145.59,"股权转让,专精特新,一带一路,光伏概念,锂电池,特高压,核电"
603335,迪生力,5.95,1.19,0.07,-0.17,0.46,0.63,1.7,0.12亿,4.28亿,25.47亿,--,"动力电池回收,宁德时代概念,人民币贬值受益,融资融券,锂电池,新能源汽车"
603336,宏辉果蔬,6.53,1.71,0.11,0.15,1.62,0.94,2.49,0.46亿,4.39亿,28.65亿,60.43,"预制菜,农业种植,社区团购,新零售,冷链物流,乡村振兴,电子商务"
603337,杰克股份,20.04,-0.35,-0.07,0.2,0.25,1.18,2.24,0.24亿,4.82亿,96.54亿,17.23,"工业4.0,标普道琼斯A股"
603338,浙江鼎力,54.79,-0.67,-0.37,-0.11,0.44,0.72,1.9,1.22亿,5.06亿,277.43亿,23.74,"沪股通,工业4.0,军民融合,标普道琼斯A股,MSCI概念,人民币贬值受益,一带一路,融资融券,高端装备"
603339,四方科技,14.91,1.22,0.18,0.07,0.72,0.65,1.36,0.33亿,3.09亿,46.14亿,14.53,"预制菜,年报预增,专精特新,标普道琼斯A股,冷链物流"
603345,安井食品,163.63,0.26,0.43,0.01,0.67,1.07,2.08,3.22亿,2.93亿,479.92亿,52.21,"预制菜,沪股通,年报预增,融资融券"
603348,文灿股份,50.76,-0.2,-0.1,0.0,1.25,0.86,2.75,1.67亿,2.61亿,132.57亿,38.79,"一体化压铸,比亚迪概念,沪股通,年报预增,特斯拉,融资融券,新能源汽车"
603351,威尔药业,25.47,1.19,0.3,0.08,0.63,1.1,2.94,0.21亿,1.33亿,33.77亿,32.95,标普道琼斯A股
603353,和顺石油,17.37,1.94,0.33,-0.06,1.92,1.08,3.35,0.21亿,0.62亿,10.73亿,25.0,俄乌冲突概念
603355,莱克电气,29.26,0.07,0.02,0.14,0.21,1.11,2.15,0.35亿,5.66亿,165.75亿,15.35,"沪股通,年报预增,工业4.0,标普道琼斯A股,人民币贬值受益,融资融券,家用电器,新能源汽车"
603356,华菱精工,12.26,0.41,0.05,-0.16,2.83,0.67,2.05,0.46亿,1.33亿,16.35亿,256.77,风电
603357,设计总院,11.3,-2.08,-0.24,0.09,3.77,0.58,3.21,1.92亿,4.55亿,51.36亿,11.93,"国企改革,沪股通,新型城镇化,标普道琼斯A股,智能交通,一带一路,智慧城市,水利"
603358,华达科技,19.61,-1.21,-0.24,0.15,0.72,1.44,4.23,0.62亿,4.39亿,86.10亿,26.57,"一体化压铸,沪股通,中芯国际概念,工业4.0,特斯拉,胎压监测,标普道琼斯A股,宁德时代概念,集成电路概念,融资融券,新能源汽车"
603359,东珠生态,10.97,0.83,0.09,-0.09,0.41,0.41,1.38,0.20亿,4.46亿,48.94亿,19.21,"土壤修复,沪股通,碳中和,碳交易,新型城镇化,节能环保,雄安新区,杭州亚运会,PPP概念,乡村振兴,水利"
603360,百傲化学,17.44,-8.64,-1.65,-0.12,6.2,3.79,10.21,2.83亿,2.55亿,44.55亿,10.08,消毒剂
603363,傲农生物,12.56,2.95,0.36,0.08,5.02,2.75,8.12,4.62亿,7.27亿,91.29亿,--,"沪股通,猪肉,标普道琼斯A股,冷链物流,融资融券"
603365,水星家纺,13.29,-0.07,-0.01,-0.15,0.38,0.64,0.9,0.14亿,2.67亿,35.44亿,14.56,电子商务
603366,日出东方,5.78,0.35,0.02,-0.17,0.74,0.63,1.04,0.34亿,8.06亿,46.59亿,254.38,"空气能热泵,沪股通,储能,快手概念,网红经济,区块链,光伏概念,家用电器,创投,建筑节能"
603367,辰欣药业,14.25,-4.75,-0.71,0.28,2.05,2.78,8.62,1.31亿,4.50亿,64.16亿,18.45,"沪股通,仿制药一致性评价,标普道琼斯A股,生物医药,流感"
603368,柳药集团,24.66,1.44,0.35,0.0,2.12,1.13,2.76,1.89亿,3.62亿,89.33亿,12.73,"沪股通,标普道琼斯A股,互联网医疗,医药电商,冷链物流,融资融券"
603369,今世缘,64.85,-0.45,-0.29,-0.05,0.47,0.7,2.21,3.85亿,12.54亿,813.54亿,29.32,"国企改革,沪股通,标普道琼斯A股,MSCI概念,白酒概念,融资融券"
603377,东方时尚,8.19,3.67,0.29,0.12,1.06,1.04,5.57,0.62亿,7.21亿,59.03亿,129.46,"职业教育,虚拟现实,融资融券"
603378,亚士创能,10.55,1.64,0.17,0.1,1.5,1.24,2.7,0.68亿,4.29亿,45.22亿,48.80,"长三角一体化,建筑节能"
603379,三美股份,33.57,3.64,1.18,0.18,0.88,0.93,4.42,1.77亿,6.10亿,204.94亿,33.29,"沪股通,PVDF概念,集成电路概念,融资融券,锂电池,氟化工概念"
603380,易德龙,25.73,-3.02,-0.8,0.27,0.83,1.69,3.66,0.34亿,1.60亿,41.28亿,22.87,"独角兽概念,汽车电子"
603383,顶点软件,52.5,4.29,2.16,0.0,1.77,0.74,6.71,1.54亿,1.69亿,88.66亿,91.82,"信创,沪股通,互联网金融,区块链,国产软件"
603385,惠达卫浴,8.17,0.0,0.0,0.0,0.35,0.77,1.35,0.10亿,3.71亿,30.34亿,24.75,"智能家居,装配式建筑,雄安新区"
603386,骏亚科技,12.46,-1.03,-0.13,-0.08,1.68,1.15,4.53,0.68亿,3.26亿,40.66亿,25.00,"毫米波雷达,PCB概念,医疗器械概念,汽车电子,华为概念,小米概念"
603387,基蛋生物,13.41,-1.76,-0.24,0.0,1.58,1.23,2.49,1.08亿,5.07亿,68.01亿,13.8,"抗原检测,猴痘概念,肝炎概念,幽门螺杆菌概念,沪股通,新冠检测,标普道琼斯A股,宠物经济,医疗器械概念,融资融券,创投"
603388,元成股份,9.04,-0.77,-0.07,0.0,1.92,0.57,2.19,0.50亿,2.85亿,25.78亿,66.64,"新型城镇化,节能环保,集成电路概念,风电"
603389,亚振家居,5.39,-0.18,-0.01,0.19,0.85,0.86,1.67,0.12亿,2.63亿,14.16亿,--,"培育钻石,智能家居,创投"
603390,通达电气,7.3,1.81,0.13,0.0,0.51,1.07,1.95,0.13亿,3.52亿,25.67亿,--,"比亚迪概念,汽车热管理,车联网,胎压监测,区块链,粤港澳大湾区,汽车电子,充电桩,新能源汽车"
603392,万泰生物,116.15,0.23,0.27,0.0,0.54,0.94,1.41,1.51亿,2.42亿,281.03亿,22.22,"抗原检测,猴痘概念,幽门螺杆菌概念,沪股通,年报预增,新冠检测,同花顺漂亮100,融资融券,生物疫苗"
603393,新天然气,23.1,1.85,0.42,0.0,0.81,0.88,2.38,0.69亿,3.76亿,86.89亿,10.61,"俄乌冲突概念,沪股通,天然气,标普道琼斯A股,融资融券,新疆振兴"
603396,金辰股份,70.99,0.34,0.24,0.0,2.21,0.98,2.29,1.83亿,1.16亿,82.35亿,112.51,"TOPCON电池,沪股通,专精特新,工业4.0,HJT电池,光伏概念,融资融券"
603398,沐邦高科,26.78,7.42,1.85,0.08,1.69,1.75,8.46,1.51亿,3.43亿,91.76亿,651.52,"TOPCON电池,沪股通,新零售,医疗器械概念,光伏概念,三胎概念,参股新三板"
603399,吉翔股份,13.58,-1.52,-0.21,0.0,2.92,1.35,2.47,2.00亿,5.08亿,68.99亿,14.31,"沪股通,年报预增,融资融券,小金属概念,文化传媒,锂电池"
603408,建霖家居,12.09,0.75,0.09,0.08,1.34,0.67,2.08,0.19亿,1.16亿,14.03亿,11.40,"智能制造,智能家居,工业4.0,人民币贬值受益,跨境电商,养老概念,一带一路,净水概念"
603416,信捷电气,43.66,0.18,0.08,0.0,0.87,0.74,2.66,0.54亿,1.41亿,61.37亿,28.09,"沪股通,机器人概念,工业4.0,机器视觉,融资融券"
603421,鼎信通讯,10.74,4.27,0.44,0.37,0.81,1.12,5.34,0.56亿,6.52亿,70.05亿,70.39,"沪股通,虚拟电厂,MCU芯片,标普道琼斯A股,芯片概念,充电桩,物联网,智能电网"
603429,集友股份,9.5,0.1,0.01,0.0,1.36,1.39,1.9,0.68亿,5.24亿,49.83亿,32.26,"沪股通,新型烟草,烟草,融资融券"
603439,贵州三力,17.52,4.97,0.83,0.0,13.16,1.43,6.59,3.72亿,1.62亿,28.43亿,51.96,"新冠治疗,沪股通,专精特新,互联网医疗,三胎概念"
603444,吉比特,476.76,10.0,43.34,0.0,2.4,1.4,7.98,8.01亿,0.72亿,342.63亿,23.45,"沪股通,在线教育,标普道琼斯A股,MSCI概念,手机游戏,融资融券,网络游戏"
603456,九洲药业,33.28,-5.37,-1.89,0.0,1.67,2.44,6.08,4.73亿,8.31亿,276.64亿,30.21,"创新药,新冠治疗,沪股通,CRO概念,MSCI概念,融资融券,生物医药"
603458,勘设股份,9.9,0.0,0.0,-0.1,1.05,0.87,1.01,0.32亿,3.11亿,30.82亿,17.61,"ETC,一带一路,充电桩"
603466,风语筑,16.95,2.73,0.45,0.12,2.9,0.78,5.7,2.87亿,5.96亿,101.08亿,616.00,"ChatGPT概念,AIGC概念,沪股通,虚拟数字人,元宇宙,NFT概念,网红经济,标普道琼斯A股,数字孪生,超清视频,杭州亚运会,虚拟现实,华为概念,百度概念,手机游戏,融资融券,文化传媒,数字经济"
603477,巨星农牧,30.33,8.9,2.48,0.07,6.61,1.73,4.88,9.68亿,4.82亿,146.11亿,97.10,"比亚迪概念,沪股通,猪肉,养鸡,融资融券"
